752
    0.0000000000000000e+00     -3.5572733000000000e-04
    2.5000000000000001e-02     -3.7224566999999998e-04
    5.0000000000000003e-02     -3.8964640999999999e-04
    7.5000000000000011e-02     -4.0769411000000000e-04
    1.0000000000000001e-01     -4.2617645000000000e-04
    1.2500000000000000e-01     -4.4497130000000000e-04
    1.5000000000000002e-01     -4.6410207999999999e-04
    1.7500000000000002e-01     -4.8373257000000001e-04
    2.0000000000000001e-01     -5.0414787999999999e-04
    2.2500000000000001e-01     -5.2556784000000001e-04
    2.5000000000000000e-01     -5.4810343000000000e-04
    2.7500000000000002e-01     -5.7163747999999998e-04
    3.0000000000000004e-01     -5.9594938999999998e-04
    3.2500000000000001e-01     -6.2081752000000005e-04
    3.5000000000000003e-01     -6.4622086000000001e-04
    3.7500000000000000e-01     -6.7253278000000002e-04
    4.0000000000000002e-01     -7.0048783000000001e-04
    4.2500000000000004e-01     -7.3086177000000003e-04
    4.5000000000000001e-01     -7.6411725999999997e-04
    4.7500000000000003e-01     -8.0038752000000004e-04
    5.0000000000000000e-01     -8.3945114000000005e-04
    5.2500000000000002e-01     -8.8127588999999996e-04
    5.5000000000000004e-01     -9.2602742999999996e-04
    5.7500000000000007e-01     -9.7401585999999998e-04
    6.0000000000000009e-01     -1.0255983000000001e-03
    6.2500000000000000e-01     -1.0810946999999999e-03
    6.5000000000000002e-01     -1.1407625000000000e-03
    6.7500000000000004e-01     -1.2048212000000001e-03
    7.0000000000000007e-01     -1.2734921000000000e-03
    7.2500000000000009e-01     -1.3470277000000000e-03
    7.5000000000000000e-01     -1.4257193999999999e-03
    7.7500000000000002e-01     -1.5098872000000000e-03
    8.0000000000000004e-01     -1.5998618000000000e-03
    8.2500000000000007e-01     -1.6959665999999999e-03
    8.5000000000000009e-01     -1.7985067999999999e-03
    8.7500000000000000e-01     -1.9077661000000000e-03
    9.0000000000000002e-01     -2.0240063000000002e-03
    9.2500000000000004e-01     -2.1474671000000002e-03
    9.5000000000000007e-01     -2.2783647000000000e-03
    9.7500000000000009e-01     -2.4168964000000001e-03
    1.0000000000000000e+00     -2.5632554000000001e-03
    1.0250000000000001e+00     -2.7176582000000000e-03
    1.0500000000000000e+00     -2.8803778000000002e-03
    1.0750000000000000e+00     -3.0517717999999998e-03
    1.1000000000000001e+00     -3.2322952000000001e-03
    1.1250000000000000e+00     -3.4224939999999999e-03
    1.1500000000000001e+00     -3.6229816000000001e-03
    1.1750000000000000e+00     -3.8344032000000002e-03
    1.2000000000000002e+00     -4.0573995000000003e-03
    1.2250000000000001e+00     -4.2925790000000004e-03
    1.2500000000000000e+00     -4.5405120999999996e-03
    1.2750000000000001e+00     -4.8017520000000003e-03
    1.3000000000000000e+00     -5.0768771000000001e-03
    1.3250000000000002e+00     -5.3665427999999996e-03
    1.3500000000000001e+00     -5.6715231000000000e-03
    1.3750000000000000e+00     -5.9927334999999998e-03
    1.4000000000000001e+00     -6.3312311000000001e-03
    1.4250000000000000e+00     -6.6881947000000004e-03
    1.4500000000000002e+00     -7.0648930999999996e-03
    1.4750000000000001e+00     -7.4626459999999999e-03
    1.5000000000000000e+00     -7.8827844000000005e-03
    1.5250000000000001e+00     -8.3266161999999994e-03
    1.5500000000000000e+00     -8.7954026000000001e-03
    1.5750000000000002e+00     -9.2903481999999996e-03
    1.6000000000000001e+00     -9.8126030999999992e-03
    1.6250000000000000e+00     -1.0363275000000000e-02
    1.6500000000000001e+00     -1.0943447000000000e-02
    1.6750000000000000e+00     -1.1554191000000000e-02
    1.7000000000000002e+00     -1.2196579000000001e-02
    1.7250000000000001e+00     -1.2871692000000001e-02
    1.7500000000000000e+00     -1.3580617999999999e-02
    1.7750000000000001e+00     -1.4324451000000000e-02
    1.8000000000000000e+00     -1.5104285000000000e-02
    1.8250000000000002e+00     -1.5921215999999998e-02
    1.8500000000000001e+00     -1.6776334000000000e-02
    1.8750000000000000e+00     -1.7670728000000000e-02
    1.9000000000000001e+00     -1.8605483999999999e-02
    1.9250000000000000e+00     -1.9581689999999999e-02
    1.9500000000000002e+00     -2.0600435000000000e-02
    1.9750000000000001e+00     -2.1662805000000000e-02
    2.0000000000000000e+00     -2.2769886000000000e-02
    2.0249999999999999e+00     -2.3922751999999999e-02
    2.0500000000000003e+00     -2.5122457000000001e-02
    2.0750000000000002e+00     -2.6370030999999999e-02
    2.1000000000000001e+00     -2.7666462999999999e-02
    2.1250000000000000e+00     -2.9012703000000001e-02
    2.1499999999999999e+00     -3.0409650999999999e-02
    2.1750000000000003e+00     -3.1858154999999999e-02
    2.2000000000000002e+00     -3.3359005999999997e-02
